,ID,Label
0,50,no complaint
1,51,complaint
2,52,complaint
3,53,complaint
4,54,no complaint
5,55,no complaint
6,56,complaint
7,57,complaint
8,58,no complaint
9,59,no complaint
10,60,complaint
11,61,no complaint
12,62,complaint
13,63,complaint
14,64,no complaint
15,65,complaint
16,66,complaint
17,67,no complaint
18,68,no complaint
19,69,complaint
20,70,complaint
21,71,no complaint
22,72,complaint
23,73,no complaint
24,74,no complaint
25,75,complaint
26,76,complaint
27,77,complaint
28,78,complaint
29,79,complaint
30,80,complaint
31,81,no complaint
32,82,complaint
33,83,complaint
34,84,no complaint
35,85,no complaint
36,86,complaint
37,87,no complaint
38,88,no complaint
39,89,no complaint
40,90,no complaint
41,91,complaint
42,92,complaint
43,93,complaint
44,94,complaint
45,95,no complaint
46,96,complaint
47,97,complaint
48,98,complaint
49,99,no complaint
50,100,complaint
51,101,complaint
52,102,complaint
53,103,no complaint
54,104,no complaint
55,105,complaint
56,106,complaint
57,107,complaint
58,108,no complaint
59,109,no complaint
60,110,no complaint
61,111,no complaint
62,112,complaint
63,113,complaint
64,114,complaint
65,115,complaint
66,116,no complaint
67,117,complaint
68,118,no complaint
69,119,no complaint
70,120,no complaint
71,121,complaint
72,122,complaint
73,123,no complaint
74,124,complaint
75,125,complaint
76,126,no complaint
77,127,complaint
78,128,complaint
79,129,no complaint
80,130,complaint
81,131,no complaint
82,132,no complaint
83,133,no complaint
84,134,no complaint
85,135,complaint
86,136,complaint
87,137,no complaint
88,138,no complaint
89,139,complaint
90,140,no complaint
91,141,complaint
92,142,complaint
93,143,complaint
94,144,complaint
95,145,no complaint
96,146,no complaint
97,147,no complaint
98,148,complaint
99,149,complaint
100,150,no complaint
101,151,complaint
102,152,complaint
103,153,no complaint
104,154,complaint
105,155,complaint
106,156,no complaint
107,157,complaint
108,158,complaint
109,159,complaint
110,160,no complaint
111,161,no complaint
112,162,complaint
113,163,complaint
114,164,no complaint
115,165,complaint
116,166,complaint
117,167,no complaint
118,168,no complaint
119,169,complaint
120,170,complaint
121,171,no complaint
122,172,complaint
123,173,no complaint
124,174,no complaint
125,175,no complaint
126,176,no complaint
127,177,no complaint
128,178,complaint
129,179,no complaint
130,180,complaint
131,181,no complaint
132,182,complaint
133,183,complaint
134,184,complaint
135,185,complaint
136,186,complaint
137,187,no complaint
138,188,complaint
139,189,complaint
140,190,complaint
141,191,complaint
142,192,complaint
143,193,no complaint
144,194,no complaint
145,195,complaint
146,196,complaint
147,197,complaint
148,198,no complaint
149,199,no complaint
150,200,no complaint
151,201,complaint
152,202,complaint
153,203,no complaint
154,204,complaint
155,205,complaint
156,206,complaint
157,207,complaint
158,208,complaint
159,209,complaint
160,210,complaint
161,211,complaint
162,212,complaint
163,213,no complaint
164,214,no complaint
165,215,no complaint
166,216,no complaint
167,217,complaint
168,218,complaint
169,219,no complaint
170,220,no complaint
171,221,no complaint
172,222,no complaint
173,223,no complaint
174,224,no complaint
175,225,no complaint
176,226,no complaint
177,227,no complaint
178,228,complaint
179,229,complaint
180,230,no complaint
181,231,complaint
182,232,no complaint
183,233,no complaint
184,234,no complaint
185,235,no complaint
186,236,complaint
187,237,complaint
188,238,no complaint
189,239,no complaint
190,240,complaint
191,241,complaint
192,242,complaint
193,243,complaint
194,244,complaint
195,245,complaint
196,246,complaint
197,247,no complaint
198,248,no complaint
199,249,no complaint
200,250,complaint
201,251,complaint
202,252,complaint
203,253,no complaint
204,254,no complaint
205,255,complaint
206,256,complaint
207,257,complaint
208,258,complaint
209,259,complaint
210,260,complaint
