,ID,Label
0,50,not included
1,51,not included
2,52,not included
3,53,not included
4,54,not included
5,55,not included
6,56,not included
7,57,not included
8,58,not included
9,59,not included
10,60,not included
11,61,not included
12,62,not included
13,63,not included
14,64,not included
15,65,not included
16,66,not included
17,67,not included
18,68,not included
19,69,not included
20,70,not included
21,71,not included
22,72,not included
23,73,not included
24,74,not included
25,75,not included
26,76,not included
27,77,not included
28,78,not included
29,79,not included
30,80,not included
31,81,not included
32,82,not included
33,83,not included
34,84,not included
35,85,not included
36,86,not included
37,87,not included
38,88,not included
39,89,not included
40,90,not included
41,91,not included
42,92,not included
43,93,not included
44,94,not included
45,95,not included
46,96,not included
47,97,not included
48,98,not included
49,99,not included
50,100,not included
51,101,not included
52,102,not included
53,103,not included
54,104,not included
55,105,not included
56,106,not included
57,107,not included
58,108,not included
59,109,not included
60,110,not included
61,111,not included
62,112,not included
63,113,not included
64,114,not included
65,115,not included
66,116,not included
67,117,not included
68,118,not included
69,119,not included
70,120,not included
71,121,not included
72,122,not included
73,123,not included
74,124,not included
75,125,not included
76,126,not included
77,127,not included
78,128,not included
79,129,not included
80,130,not included
81,131,not included
82,132,not included
83,133,not included
84,134,not included
85,135,not included
86,136,not included
87,137,not included
88,138,not included
89,139,not included
90,140,not included
91,141,not included
92,142,not included
93,143,not included
94,144,not included
95,145,not included
96,146,not included
97,147,not included
98,148,not included
99,149,not included
100,150,not included
101,151,not included
102,152,not included
103,153,not included
104,154,not included
105,155,not included
106,156,not included
107,157,not included
108,158,not included
109,159,not included
110,160,not included
111,161,not included
112,162,not included
113,163,not included
114,164,not included
115,165,not included
116,166,not included
117,167,not included
118,168,not included
119,169,not included
120,170,not included
121,171,not included
122,172,not included
123,173,not included
124,174,not included
125,175,not included
126,176,not included
127,177,not included
128,178,not included
129,179,not included
130,180,not included
131,181,not included
132,182,not included
133,183,not included
134,184,not included
135,185,not included
136,186,not included
137,187,not included
138,188,not included
139,189,not included
140,190,not included
141,191,not included
142,192,not included
143,193,not included
144,194,not included
145,195,not included
146,196,not included
147,197,not included
148,198,not included
149,199,not included
150,200,not included
151,201,not included
152,202,not included
153,203,not included
154,204,not included
155,205,not included
156,206,not included
157,207,not included
158,208,not included
159,209,not included
160,210,not included
161,211,not included
162,212,not included
163,213,not included
164,214,not included
165,215,not included
166,216,not included
167,217,not included
168,218,not included
169,219,not included
170,220,not included
171,221,not included
172,222,not included
173,223,not included
174,224,not included
175,225,not included
176,226,not included
177,227,not included
178,228,not included
179,229,not included
180,230,not included
181,231,not included
182,232,not included
183,233,not included
184,234,not included
185,235,not included
186,236,not included
187,237,not included
188,238,not included
189,239,not included
190,240,not included
191,241,not included
192,242,not included
193,243,not included
194,244,not included
195,245,not included
196,246,not included
197,247,not included
198,248,not included
199,249,not included
200,250,not included
201,251,not included
202,252,not included
203,253,not included
204,254,not included
205,255,not included
206,256,not included
207,257,not included
208,258,not included
209,259,not included
210,260,not included
211,261,not included
212,262,not included
213,263,not included
214,264,not included
215,265,not included
216,266,not included
217,267,not included
218,268,not included
219,269,not included
220,270,not included
221,271,not included
222,272,not included
223,273,not included
224,274,not included
225,275,not included
226,276,not included
227,277,not included
228,278,not included
229,279,not included
230,280,not included
231,281,not included
232,282,not included
233,283,not included
234,284,not included
235,285,not included
236,286,not included
237,287,not included
238,288,not included
239,289,not included
240,290,not included
241,291,not included
242,292,not included
243,293,not included
244,294,not included
245,295,not included
246,296,not included
247,297,not included
248,298,not included
249,299,not included
250,300,not included
251,301,not included
252,302,not included
253,303,not included
254,304,not included
255,305,not included
256,306,not included
257,307,not included
258,308,not included
259,309,not included
260,310,not included
261,311,not included
