,ID,Label
0,50,ADE-related
1,51,ADE-related
2,52,not ADE-related
3,53,ADE-related
4,54,not ADE-related
5,55,not ADE-related
6,56,ADE-related
7,57,ADE-related
8,58,ADE-related
9,59,not ADE-related
10,60,ADE-related
11,61,ADE-related
12,62,not ADE-related
13,63,ADE-related
14,64,not ADE-related
15,65,not ADE-related
16,66,ADE-related
17,67,not ADE-related
18,68,ADE-related
19,69,not ADE-related
20,70,not ADE-related
21,71,ADE-related
22,72,ADE-related
23,73,ADE-related
24,74,not ADE-related
25,75,not ADE-related
26,76,ADE-related
27,77,not ADE-related
28,78,ADE-related
29,79,ADE-related
30,80,ADE-related
31,81,not ADE-related
32,82,ADE-related
33,83,ADE-related
34,84,ADE-related
35,85,not ADE-related
36,86,ADE-related
37,87,ADE-related
38,88,ADE-related
39,89,ADE-related
40,90,ADE-related
41,91,not ADE-related
42,92,ADE-related
43,93,ADE-related
44,94,ADE-related
45,95,not ADE-related
46,96,not ADE-related
47,97,not ADE-related
48,98,ADE-related
49,99,ADE-related
50,100,ADE-related
51,101,not ADE-related
52,102,ADE-related
53,103,ADE-related
54,104,not ADE-related
55,105,ADE-related
56,106,ADE-related
57,107,not ADE-related
58,108,ADE-related
59,109,ADE-related
60,110,ADE-related
61,111,not ADE-related
62,112,not ADE-related
63,113,not ADE-related
64,114,not ADE-related
65,115,not ADE-related
66,116,ADE-related
67,117,ADE-related
68,118,not ADE-related
69,119,ADE-related
70,120,not ADE-related
71,121,not ADE-related
72,122,not ADE-related
73,123,ADE-related
74,124,ADE-related
75,125,not ADE-related
76,126,ADE-related
77,127,ADE-related
78,128,ADE-related
79,129,ADE-related
80,130,not ADE-related
81,131,not ADE-related
82,132,not ADE-related
83,133,not ADE-related
84,134,not ADE-related
85,135,not ADE-related
86,136,ADE-related
87,137,ADE-related
88,138,ADE-related
89,139,not ADE-related
90,140,ADE-related
91,141,not ADE-related
92,142,ADE-related
93,143,not ADE-related
94,144,ADE-related
95,145,not ADE-related
96,146,not ADE-related
97,147,ADE-related
98,148,not ADE-related
99,149,not ADE-related
100,150,ADE-related
101,151,not ADE-related
102,152,ADE-related
103,153,ADE-related
104,154,not ADE-related
105,155,ADE-related
106,156,ADE-related
107,157,not ADE-related
108,158,not ADE-related
109,159,not ADE-related
110,160,ADE-related
111,161,ADE-related
