,ID,Label
0,50,elementary
1,51,advanced
2,52,advanced
3,53,elementary
4,54,advanced
5,55,elementary
6,56,intermediate
7,57,elementary
8,58,intermediate
9,59,elementary
10,60,advanced
11,61,intermediate
12,62,advanced
13,63,elementary
14,64,advanced
15,65,advanced
16,66,advanced
17,67,elementary
18,68,advanced
19,69,elementary
20,70,advanced
21,71,elementary
22,72,elementary
23,73,advanced
24,74,advanced
25,75,elementary
26,76,elementary
27,77,advanced
28,78,elementary
29,79,advanced
30,80,advanced
31,81,elementary
32,82,advanced
33,83,advanced
34,84,elementary
35,85,elementary
36,86,advanced
37,87,advanced
38,88,advanced
39,89,elementary
40,90,elementary
41,91,elementary
42,92,advanced
43,93,elementary
44,94,advanced
45,95,intermediate
46,96,elementary
47,97,advanced
48,98,advanced
49,99,elementary
50,100,advanced
51,101,elementary
52,102,elementary
53,103,elementary
54,104,advanced
55,105,advanced
56,106,elementary
57,107,advanced
58,108,advanced
59,109,advanced
60,110,advanced
61,111,advanced
62,112,elementary
63,113,elementary
64,114,advanced
65,115,elementary
66,116,advanced
67,117,advanced
68,118,advanced
69,119,advanced
70,120,advanced
71,121,advanced
72,122,advanced
73,123,advanced
74,124,elementary
75,125,advanced
76,126,elementary
77,127,advanced
78,128,advanced
79,129,elementary
80,130,elementary
81,131,advanced
82,132,advanced
83,133,advanced
84,134,advanced
85,135,advanced
86,136,intermediate
87,137,advanced
88,138,elementary
89,139,elementary
90,140,elementary
91,141,advanced
92,142,advanced
93,143,elementary
94,144,advanced
95,145,elementary
96,146,advanced
97,147,elementary
98,148,elementary
99,149,elementary
100,150,elementary
101,151,intermediate
102,152,elementary
103,153,elementary
104,154,advanced
105,155,advanced
106,156,elementary
107,157,advanced
108,158,advanced
109,159,elementary
110,160,advanced
111,161,advanced
112,162,elementary
113,163,elementary
114,164,advanced
115,165,advanced
116,166,advanced
117,167,intermediate
118,168,advanced
119,169,elementary
120,170,advanced
121,171,advanced
122,172,elementary
123,173,advanced
124,174,elementary
125,175,advanced
126,176,advanced
127,177,elementary
128,178,advanced
129,179,advanced
130,180,elementary
131,181,elementary
132,182,elementary
133,183,advanced
134,184,elementary
135,185,advanced
136,186,advanced
137,187,elementary
138,188,advanced
139,189,elementary
140,190,elementary
141,191,elementary
142,192,advanced
143,193,elementary
144,194,elementary
145,195,intermediate
146,196,elementary
147,197,advanced
148,198,elementary
149,199,advanced
150,200,elementary
151,201,advanced
152,202,elementary
153,203,intermediate
154,204,intermediate
155,205,elementary
156,206,elementary
157,207,elementary
158,208,advanced
159,209,elementary
160,210,elementary
161,211,elementary
162,212,advanced
163,213,advanced
164,214,advanced
165,215,advanced
166,216,advanced
167,217,intermediate
