,ID,Label
0,50,research institute
1,51,university
2,52,research institute
3,53,university
4,54,research institute
5,55,company
6,56,company
7,57,university
8,58,research institute
9,59,research institute
10,60,company
11,61,company
12,62,university
13,63,company
14,64,university
15,65,research institute
16,66,company
17,67,research institute
18,68,company
19,69,university
20,70,research institute
21,71,company
22,72,university
23,73,company
24,74,company
25,75,company
26,76,university
27,77,company
28,78,research institute
29,79,university
30,80,research institute
31,81,research institute
32,82,university
33,83,company
34,84,research institute
35,85,university
36,86,research institute
37,87,research institute
38,88,research institute
39,89,company
40,90,research institute
41,91,university
42,92,research institute
43,93,university
44,94,company
45,95,company
46,96,university
47,97,company
48,98,research institute
49,99,company
50,100,company
51,101,company
52,102,university
53,103,company
54,104,company
55,105,research institute
56,106,research institute
57,107,research institute
58,108,company
59,109,university
60,110,research institute
61,111,research institute
62,112,university
63,113,company
64,114,university
65,115,company
66,116,company
67,117,company
68,118,university
69,119,university
70,120,university
71,121,university
72,122,research institute
73,123,research institute
74,124,research institute
75,125,research institute
76,126,research institute
77,127,university
78,128,research institute
79,129,company
80,130,company
81,131,company
82,132,company
83,133,university
84,134,company
85,135,company
86,136,research institute
87,137,university
88,138,company
89,139,research institute
90,140,company
91,141,university
92,142,university
93,143,university
94,144,research institute
95,145,university
96,146,company
97,147,company
98,148,company
99,149,university
100,150,company
101,151,company
102,152,company
103,153,company
104,154,university
105,155,research institute
106,156,research institute
107,157,company
108,158,research institute
109,159,research institute
110,160,company
111,161,company
112,162,company
113,163,research institute
114,164,company
115,165,research institute
116,166,company
117,167,university
118,168,company
119,169,company
120,170,company
121,171,university
122,172,university
123,173,university
124,174,university
125,175,company
126,176,research institute
127,177,company
128,178,research institute
129,179,university
130,180,university
131,181,company
132,182,company
133,183,company
134,184,research institute
135,185,university
136,186,company
137,187,university
138,188,company
139,189,university
140,190,research institute
141,191,company
142,192,company
143,193,company
144,194,company
145,195,company
146,196,university
147,197,company
148,198,research institute
149,199,company
150,200,research institute
151,201,research institute
152,202,research institute
153,203,university
154,204,research institute
155,205,research institute
156,206,university
157,207,university
158,208,university
159,209,company
160,210,company
161,211,university
162,212,company
163,213,research institute
164,214,research institute
165,215,research institute
166,216,company
167,217,company
168,218,research institute
169,219,research institute
170,220,university
171,221,company
172,222,company
173,223,university
174,224,university
175,225,research institute
176,226,research institute
177,227,company
178,228,company
179,229,company
180,230,company
181,231,company
182,232,research institute
183,233,company
184,234,research institute
185,235,company
186,236,company
187,237,company
188,238,research institute
189,239,company
190,240,university
191,241,company
192,242,company
193,243,research institute
194,244,university
195,245,company
196,246,company
197,247,research institute
198,248,company
199,249,company
200,250,university
201,251,company
202,252,research institute
203,253,university
204,254,university
205,255,company
206,256,university
207,257,university
208,258,company
209,259,university
210,260,company
211,261,research institute
212,262,company
213,263,company
214,264,university
215,265,company
216,266,university
217,267,company
218,268,company
219,269,company
220,270,company
221,271,research institute
222,272,research institute
223,273,research institute
224,274,company
225,275,research institute
226,276,university
227,277,company
228,278,company
229,279,company
230,280,university
231,281,company
232,282,university
233,283,research institute
234,284,university
235,285,company
236,286,company
237,287,company
238,288,company
239,289,company
240,290,research institute
241,291,company
242,292,research institute
243,293,university
244,294,company
245,295,research institute
246,296,company
247,297,company
248,298,university
249,299,company
250,300,company
251,301,company
252,302,research institute
253,303,company
254,304,university
255,305,university
256,306,company
257,307,university
258,308,university
259,309,university
260,310,university
261,311,research institute
262,312,company
263,313,company
264,314,research institute
265,315,company
266,316,company
267,317,research institute
268,318,research institute
269,319,company
270,320,company
271,321,research institute
272,322,company
273,323,research institute
274,324,company
275,325,company
276,326,university
277,327,company
278,328,research institute
279,329,company
280,330,company
281,331,company
282,332,company
283,333,company
284,334,research institute
285,335,research institute
286,336,research institute
287,337,company
288,338,university
289,339,research institute
290,340,company
291,341,company
292,342,research institute
293,343,research institute
294,344,company
295,345,university
296,346,university
297,347,company
298,348,research institute
299,349,company
300,350,research institute
301,351,company
302,352,research institute
303,353,research institute
304,354,company
305,355,research institute
306,356,university
307,357,company
308,358,company
309,359,research institute
310,360,research institute
311,361,university
312,362,company
313,363,company
314,364,company
315,365,research institute
316,366,research institute
317,367,company
318,368,university
319,369,university
320,370,company
321,371,company
322,372,company
323,373,company
324,374,company
325,375,company
326,376,company
327,377,company
328,378,research institute
329,379,research institute
330,380,university
331,381,research institute
332,382,company
333,383,company
334,384,university
335,385,research institute
336,386,company
337,387,company
338,388,company
339,389,company
340,390,company
341,391,university
342,392,university
343,393,company
344,394,university
345,395,company
346,396,research institute
347,397,company
348,398,university
349,399,company
350,400,company
351,401,university
352,402,research institute
353,403,research institute
354,404,company
355,405,company
356,406,university
357,407,company
358,408,company
359,409,company
360,410,university
361,411,university
362,412,company
363,413,university
364,414,company
365,415,university
366,416,university
367,417,company
368,418,research institute
369,419,university
370,420,research institute
371,421,research institute
372,422,research institute
373,423,research institute
374,424,company
375,425,company
376,426,company
377,427,university
378,428,research institute
379,429,university
380,430,company
381,431,research institute
382,432,company
383,433,research institute
384,434,university
385,435,company
386,436,company
387,437,company
388,438,university
389,439,company
390,440,university
391,441,company
392,442,company
393,443,university
394,444,research institute
395,445,company
396,446,research institute
397,447,company
398,448,company
399,449,company
400,450,research institute
401,451,university
402,452,company
403,453,research institute
404,454,research institute
405,455,company
406,456,research institute
407,457,university
408,458,company
409,459,company
410,460,company
411,461,company
412,462,company
413,463,research institute
414,464,company
415,465,research institute
416,466,research institute
417,467,research institute
418,468,university
419,469,research institute
420,470,university
421,471,company
422,472,company
423,473,research institute
424,474,university
425,475,company
426,476,company
427,477,company
428,478,research institute
429,479,research institute
430,480,research institute
431,481,company
432,482,university
433,483,company
434,484,company
435,485,company
436,486,company
437,487,research institute
438,488,company
439,489,company
440,490,research institute
441,491,company
442,492,university
443,493,company
444,494,company
445,495,university
446,496,university
447,497,research institute
448,498,company
