,ID,Label
0,50,company
1,51,university
2,52,company
3,53,university
4,54,company
5,55,company
6,56,company
7,57,university
8,58,research institute
9,59,research institute
10,60,company
11,61,company
12,62,company
13,63,company
14,64,company
15,65,research institute
16,66,company
17,67,research institute
18,68,company
19,69,company
20,70,company
21,71,company
22,72,university
23,73,company
24,74,company
25,75,company
26,76,university
27,77,company
28,78,research institute
29,79,research institute
30,80,company
31,81,research institute
32,82,company
33,83,company
34,84,company
35,85,university
36,86,research institute
37,87,research institute
38,88,company
39,89,company
40,90,company
41,91,university
42,92,research institute
43,93,research institute
44,94,company
45,95,company
46,96,research institute
47,97,company
48,98,company
49,99,company
50,100,company
51,101,company
52,102,university
53,103,company
54,104,company
55,105,research institute
56,106,research institute
57,107,research institute
58,108,company
59,109,university
60,110,company
61,111,research institute
62,112,university
63,113,company
64,114,research institute
65,115,company
66,116,company
67,117,company
68,118,university
69,119,company
70,120,company
71,121,university
72,122,research institute
73,123,research institute
74,124,company
75,125,company
76,126,company
77,127,company
78,128,company
79,129,company
80,130,company
81,131,company
82,132,company
83,133,university
84,134,company
85,135,company
86,136,research institute
87,137,university
88,138,company
89,139,company
90,140,company
91,141,research institute
92,142,company
93,143,research institute
94,144,research institute
95,145,university
96,146,company
97,147,company
98,148,company
99,149,research institute
100,150,company
101,151,company
102,152,company
103,153,company
104,154,university
105,155,company
106,156,research institute
107,157,company
108,158,research institute
109,159,company
110,160,company
111,161,company
112,162,company
113,163,research institute
114,164,company
115,165,company
116,166,company
117,167,company
118,168,company
119,169,company
120,170,company
121,171,research institute
122,172,company
123,173,university
124,174,university
125,175,company
126,176,company
127,177,company
128,178,research institute
129,179,research institute
130,180,company
131,181,company
132,182,company
133,183,company
134,184,company
135,185,university
136,186,company
137,187,university
138,188,company
139,189,university
140,190,research institute
141,191,company
142,192,company
143,193,company
144,194,company
145,195,company
146,196,company
147,197,company
148,198,research institute
149,199,company
150,200,company
151,201,company
152,202,company
153,203,university
154,204,research institute
155,205,company
156,206,university
157,207,university
158,208,university
159,209,company
160,210,company
161,211,university
162,212,company
163,213,research institute
164,214,research institute
165,215,research institute
166,216,company
167,217,company
168,218,company
169,219,company
170,220,research institute
171,221,company
172,222,company
173,223,company
174,224,company
175,225,company
176,226,research institute
177,227,company
178,228,company
179,229,company
180,230,company
181,231,company
182,232,research institute
183,233,company
184,234,research institute
185,235,company
186,236,company
187,237,company
188,238,company
189,239,company
190,240,research institute
191,241,company
192,242,company
