,ID,Label
0,50,intermediate
1,51,intermediate
2,52,intermediate
3,53,intermediate
4,54,advanced
5,55,elementary
6,56,intermediate
7,57,elementary
8,58,advanced
9,59,elementary
10,60,advanced
11,61,advanced
12,62,intermediate
13,63,intermediate
14,64,intermediate
15,65,advanced
16,66,advanced
17,67,intermediate
18,68,advanced
19,69,elementary
20,70,intermediate
21,71,advanced
22,72,advanced
23,73,advanced
24,74,intermediate
25,75,advanced
26,76,advanced
27,77,advanced
28,78,elementary
29,79,elementary
30,80,advanced
31,81,intermediate
32,82,intermediate
33,83,advanced
34,84,intermediate
35,85,intermediate
36,86,advanced
37,87,elementary
38,88,advanced
39,89,elementary
40,90,intermediate
41,91,advanced
42,92,elementary
43,93,intermediate
44,94,advanced
45,95,intermediate
46,96,elementary
47,97,advanced
48,98,advanced
49,99,elementary
50,100,intermediate
51,101,elementary
52,102,intermediate
53,103,elementary
54,104,advanced
55,105,elementary
56,106,advanced
57,107,advanced
58,108,advanced
59,109,intermediate
60,110,elementary
61,111,elementary
62,112,elementary
63,113,intermediate
64,114,intermediate
65,115,elementary
66,116,intermediate
67,117,intermediate
68,118,advanced
69,119,advanced
70,120,advanced
71,121,elementary
72,122,intermediate
73,123,advanced
74,124,elementary
75,125,elementary
76,126,elementary
77,127,intermediate
78,128,intermediate
79,129,elementary
80,130,intermediate
81,131,advanced
82,132,advanced
83,133,intermediate
84,134,advanced
85,135,advanced
86,136,intermediate
87,137,advanced
88,138,intermediate
89,139,elementary
90,140,advanced
91,141,elementary
92,142,advanced
93,143,elementary
94,144,elementary
95,145,elementary
96,146,advanced
97,147,advanced
98,148,advanced
99,149,elementary
100,150,advanced
101,151,advanced
102,152,elementary
103,153,advanced
104,154,intermediate
105,155,intermediate
106,156,advanced
107,157,intermediate
108,158,advanced
109,159,advanced
110,160,advanced
111,161,intermediate
112,162,intermediate
113,163,intermediate
114,164,intermediate
115,165,advanced
116,166,intermediate
117,167,intermediate
118,168,intermediate
119,169,intermediate
120,170,advanced
121,171,intermediate
122,172,advanced
123,173,advanced
124,174,elementary
125,175,intermediate
126,176,elementary
127,177,advanced
128,178,intermediate
129,179,elementary
130,180,intermediate
131,181,elementary
132,182,elementary
133,183,advanced
134,184,advanced
135,185,elementary
136,186,elementary
137,187,elementary
138,188,advanced
139,189,intermediate
140,190,elementary
141,191,intermediate
142,192,advanced
143,193,elementary
144,194,advanced
145,195,intermediate
146,196,intermediate
147,197,intermediate
148,198,elementary
149,199,advanced
150,200,intermediate
151,201,intermediate
152,202,elementary
153,203,intermediate
154,204,intermediate
155,205,advanced
156,206,intermediate
157,207,intermediate
158,208,intermediate
159,209,intermediate
160,210,intermediate
161,211,intermediate
162,212,intermediate
163,213,elementary
164,214,advanced
165,215,elementary
166,216,advanced
167,217,intermediate
168,218,intermediate
169,219,advanced
170,220,elementary
171,221,intermediate
